"Exportation";"Valeur en euros";"Estonie";0;0;0;0;61;0;0;998;0;145;0;737;0
"Exportation";"Valeur en euros";"Egypte";0;0;0;0;0;0;0;0;0;19426;0;0;0
"Exportation";"Valeur en euros";"Belgique";0;31175;0;64;51;135;251;16200;2040;9062;2137;456;0
"Exportation";"Valeur en euros";"Bulgarie";0;0;0;0;0;463;0;0;909;0;0;0;0
"Exportation";"Valeur en euros";"Côte d Ivoire";0;0;0;0;490;0;0;0;0;0;0;391;0
"Exportation";"Valeur en euros";"Emirats Arabes Unis";0;0;0;0;0;0;0;0;220;0;0;0;0
"Exportation";"Valeur en euros";"Argentine";0;194;0;0;0;0;0;0;0;0;79;0;0
"Exportation";"Valeur en euros";"Autriche";0;53482;34606;34767;34606;34606;0;0;34606;113;34606;30;0
"Exportation";"Valeur en euros";"Australie";0;0;331;0;0;0;0;0;0;0;0;0;0
"Exportation";"Valeur en euros";"Ukraine";0;0;0;0;167;0;0;0;0;0;0;0;0
"Exportation";"Valeur en euros";"Etats-Unis d Amérique";1858;2;0;0;0;1560;0;1567;1560;0;0;0;0
"Exportation";"Masse en kilogramme";"Total";10916;19456;43977;32727;46163;44998;38491;30836;29768;80909;94188;68284;14034
"Exportation";"Masse en kilogramme";"Espagne";210;326;399;463;395;2083;4025;377;314;167;535;244;9119
"Exportation";"Masse en kilogramme";"République tchèque";979;0;65;991;63;1214;122;1998;0;42;229;7155;1766
"Exportation";"Masse en kilogramme";"Pologne";0;837;300;5712;746;109;2200;320;366;2168;637;45;1420
"Exportation";"Masse en kilogramme";"Chine";8;1;8;2000;0;0;1;2;0;0;0;1000;1000
"Exportation";"Masse en kilogramme";"Allemagne";551;744;495;3868;1128;1607;8050;0;1558;105;2825;250;558
"Exportation";"Masse en kilogramme";"Finlande";0;0;0;0;0;0;24;0;0;1000;0;0;46
"Exportation";"Masse en kilogramme";"Suède";0;0;0;140;0;21;0;0;0;139;0;26;34
"Exportation";"Masse en kilogramme";"Suisse";0;0;0;64;1;0;0;31;0;0;7;9;33
"Exportation";"Masse en kilogramme";"Croatie";0;0;0;0;0;0;5;13;0;0;0;0;24
"Exportation";"Masse en kilogramme";"Lituanie";0;0;0;0;0;0;0;0;10;0;0;0;13
"Exportation";"Masse en kilogramme";"Brésil";0;0;3;0;0;0;0;0;0;8;0;0;10
"Exportation";"Masse en kilogramme";"Portugal";1032;2026;61;124;98;47;64;8062;37;0;6861;1001;6
"Exportation";"Masse en kilogramme";"Maroc";0;94;1006;10;0;7;1;0;3;0;0;0;2
"Exportation";"Masse en kilogramme";"Slovaquie";0;0;0;0;0;0;0;0;0;1;0;0;2
"Exportation";"Masse en kilogramme";"Afrique du Sud";0;0;0;0;0;0;0;0;0;0;0;0;1
"Exportation";"Masse en kilogramme";"Etats-Unis d Amérique";34;1;0;0;0;25;0;49;25;0;0;0;0
"Exportation";"Masse en kilogramme";"Emirats Arabes Unis";0;0;0;0;0;0;0;0;20;0;0;0;0
"Exportation";"Masse en kilogramme";"Ukraine";0;0;0;0;5;0;0;0;0;0;0;0;0
"Exportation";"Masse en kilogramme";"Turquie";0;0;0;0;19950;0;0;2002;0;4200;47300;52540;0
"Exportation";"Masse en kilogramme";"Roumanie";0;10;0;44;0;114;21;0;0;0;0;0;0
"Exportation";"Masse en kilogramme";"Slovénie";0;0;50;0;0;0;0;1200;0;0;0;0;0
"Exportation";"Masse en kilogramme";"Singapour";0;0;0;0;0;0;0;1;0;0;0;0;0
"Exportation";"Masse en kilogramme";"Malte";0;0;0;0;0;0;27;0;0;0;0;0;0
"Exportation";"Masse en kilogramme";"Pays-Bas";0;155;55;25;27;126;0;43;0;1;131;0;0
"Exportation";"Masse en kilogramme";"Mexique";0;0;0;0;0;0;0;12;0;0;0;0;0
"Exportation";"Masse en kilogramme";"Pakistan";0;0;0;0;0;40;0;0;0;0;0;0;0
"Exportation";"Masse en kilogramme";"Pérou";0;0;0;0;16;0;0;0;0;0;0;32;0
"Exportation";"Masse en kilogramme";"Lettonie";0;0;0;300;0;0;0;0;0;0;0;0;0
"Exportation";"Masse en kilogramme";"Corée du Sud";0;0;0;0;0;0;1;0;0;0;0;0;0
"Exportation";"Masse en kilogramme";"Italie";4224;3130;32813;15395;22641;23619;23895;10584;12960;27372;31622;2395;0
"Exportation";"Masse en kilogramme";"Inde";0;0;3150;0;0;0;0;0;0;10500;0;0;0
"Exportation";"Masse en kilogramme";"Israël";0;0;0;0;0;1;0;0;0;0;0;0;0
"Exportation";"Masse en kilogramme";"Irlande";0;0;5000;0;0;5000;0;0;0;5000;0;0;0
"Exportation";"Masse en kilogramme";"Hongrie";800;200;0;0;0;10400;0;25;10600;0;50;0;0
"Exportation";"Masse en kilogramme";"Grèce";11;0;18;0;18;0;0;0;0;0;0;0;0
"Exportation";"Masse en kilogramme";"Royaume-Uni";3067;0;0;3000;500;0;2;1;1800;16544;2000;3000;0
"Exportation";"Masse en kilogramme";"Egypte";0;0;0;0;0;0;0;0;0;10500;0;0;0
"Exportation";"Masse en kilogramme";"Estonie";0;0;0;0;3;0;0;91;0;12;0;79;0
"Exportation";"Masse en kilogramme";"Algérie";0;0;0;0;6;0;7;0;0;0;0;0;0
"Exportation";"Masse en kilogramme";"Bulgarie";0;0;0;0;0;10;0;0;25;0;0;0;0
"Exportation";"Masse en kilogramme";"Côte d Ivoire";0;0;0;0;7;0;0;0;0;0;0;7;0
"Exportation";"Masse en kilogramme";"Danemark";0;0;0;0;0;0;0;25;0;0;0;0;0
"Exportation";"Masse en kilogramme";"Belgique";0;11080;0;12;9;25;46;6000;1500;3129;1441;500;0
"Exportation";"Masse en kilogramme";"Australie";0;0;4;0;0;0;0;0;0;0;0;0;0
"Exportation";"Masse en kilogramme";"Autriche";0;850;550;579;550;550;0;0;550;21;550;1;0
"Exportation";"Masse en kilogramme";"Argentine";0;2;0;0;0;0;0;0;0;0;0;0;0
"Importation";"Valeur en euros";"Total";2458407;2768048;4090916;2773862;3076544;2958981;3310220;2362683;2446709;3480286;3385444;1692521;2050210
"Importation";"Valeur en euros";"Allemagne";775539;750479;1685076;894543;577699;946865;821093;580103;686780;1390259;1397009;652894;977190
"Importation";"Valeur en euros";"Japon";89773;948513;828270;574774;784627;366322;816972;739579;585755;716268;464934;144399;410114
"Importation";"Valeur en euros";"Pays-Bas";298071;59681;220781;144671;141848;162295;224007;184233;166052;170770;214279;168950;229761
"Importation";"Valeur en euros";"Chine";153263;198962;582497;398118;470988;312916;391661;320886;360241;328604;506088;278939;174141
"Importation";"Valeur en euros";"Italie";111654;162234;133025;126983;225376;123043;111953;171405;85200;87972;121303;109371;118558
"Importation";"Valeur en euros";"Retour France";81720;100400;234030;98875;154692;0;163032;74538;78192;158742;170632;0;54288
"Importation";"Valeur en euros";"Taïwan";326202;153269;129642;42270;202110;408230;67224;0;36919;291449;184763;70540;45431
"Importation";"Valeur en euros";"Royaume-Uni";157547;156483;148563;191841;253422;123273;418842;69214;419971;64662;231432;102925;20132
"Importation";"Valeur en euros";"Espagne";238786;54035;92936;24660;163315;114435;176433;21700;8375;97913;83140;67946;14765
"Importation";"Valeur en euros";"Etats-Unis d Amérique";19131;78708;7906;85710;25373;4030;19216;8868;8134;6832;5556;10694;5229
"Importation";"Valeur en euros";"Belgique";117377;50221;11518;166984;76992;1581;69614;191885;568;163438;820;74931;382
"Importation";"Valeur en euros";"Pays non classifiés ailleurs";0;0;0;3075;0;2292;1213;90;809;1638;944;1472;180
"Importation";"Valeur en euros";"Suisse";210;67;134;669;102;321;0;182;237;884;264;64;39
"Importation";"Valeur en euros";"Canada";0;0;0;0;0;0;0;0;0;0;0;175;0
"Importation";"Valeur en euros";"Finlande";0;9537;9672;0;0;0;0;0;9476;848;0;9221;0
"Importation";"Valeur en euros";"Roumanie";0;0;6866;0;0;0;0;0;0;0;0;0;0
"Importation";"Valeur en euros";"Suède";0;0;0;9;0;0;0;0;0;7;0;0;0
"Importation";"Valeur en euros";"Singapour";89134;45459;0;20680;0;393378;0;0;0;0;4280;0;0
"Importation";"Valeur en euros";"Portugal";0;0;0;0;0;0;23835;0;0;0;0;0;0
"Importation";"Valeur en euros";"Vietnam";0;0;0;0;0;0;5125;0;0;0;0;0;0
"Importation";"Masse en kilogramme";"Total";727101;716544;1208595;759950;872977;860799;860611;700657;686449;1087741;963377;604481;609440
"Importation";"Masse en kilogramme";"Allemagne";195383;184125;487604;245722;164958;228721;214464;164603;191989;423078;406122;177666;258694
"Importation";"Masse en kilogramme";"Pays-Bas";98988;20953;79745;51991;54800;60150;78469;63591;62481;63518;75710;75176;89988
"Importation";"Masse en kilogramme";"Italie";85133;107320;84632;83256;142184;85186;71265;123941;68031;67157;92310;85116;85190
"Importation";"Masse en kilogramme";"Chine";55360;77205;207200;139540;173410;120920;155780;122360;138810;156960;203020;130260;74000
"Importation";"Masse en kilogramme";"Japon";15435;161480;145999;95094;136449;63479;141736;126316;105637;131293;16655;23010;73261
"Importation";"Masse en kilogramme";"Espagne";68545;25241;27250;18000;50343;35250;50817;15720;1250;30375;25604;23251;13001
"Importation";"Masse en kilogramme";"Retour France";18000;22400;52800;22500;36000;0;37999;17400;18000;37200;40000;0;12400
"Importation";"Masse en kilogramme";"Taïwan";112600;47260;47600;16200;67319;178400;23200;0;16000;119800;69100;31000;2000
"Importation";"Masse en kilogramme";"Royaume-Uni";41399;12404;22132;26158;27437;21778;57942;20308;68122;20353;33361;20799;548
"Importation";"Masse en kilogramme";"Etats-Unis d Amérique";751;17723;625;18363;1804;394;2814;1189;969;492;391;818;285
"Importation";"Masse en kilogramme";"Belgique";20123;17031;2033;38803;18262;1221;20075;45222;124;37051;98;22360;70
"Importation";"Masse en kilogramme";"Pays non classifiés ailleurs";0;0;0;200;0;3;0;0;0;200;1;13;2
"Importation";"Masse en kilogramme";"Suisse";24;2;24;122;11;17;0;7;36;107;5;12;1
"Importation";"Masse en kilogramme";"Finlande";0;15000;45551;0;0;0;0;0;15000;156;0;15000;0
"Importation";"Masse en kilogramme";"Portugal";0;0;0;0;0;0;5000;0;0;0;0;0;0
"Importation";"Masse en kilogramme";"Singapour";15360;8400;0;4000;0;65280;0;0;0;0;1000;0;0
"Importation";"Masse en kilogramme";"Suède";0;0;0;1;0;0;0;0;0;1;0;0;0
"Importation";"Masse en kilogramme";"Roumanie";0;0;5400;0;0;0;0;0;0;0;0;0;0
"Importation";"Masse en kilogramme";"Vietnam";0;0;0;0;0;0;1050;0;0;0;0;0;0
"Fin de fichier"
