"Exportation";"Valeur en euros";"Portugal";0;0;0;11;0;120;0;293;366;57;58;81;509
"Exportation";"Valeur en euros";"Maroc";158;158;18213;44491;7655;79;4357;0;17450;411;52;285;281
"Exportation";"Valeur en euros";"Finlande";0;0;0;0;0;0;0;0;0;0;0;0;212
"Exportation";"Valeur en euros";"Israël";2549;0;0;0;0;0;0;2598;0;0;0;0;18
"Exportation";"Valeur en euros";"Slovénie";0;0;0;0;0;0;0;0;0;0;0;11;16
"Exportation";"Valeur en euros";"Slovaquie";0;0;0;0;0;18810;0;0;0;0;0;0;0
"Exportation";"Valeur en euros";"Etats-Unis d Amérique";0;0;0;1;3;0;0;0;0;0;0;42;0
"Exportation";"Valeur en euros";"Ukraine";0;30830;31717;0;54720;0;0;30700;0;31550;42350;0;0
"Exportation";"Valeur en euros";"Vietnam";179248;33333;0;33600;0;30467;0;32569;0;29182;59136;118624;0
"Exportation";"Valeur en euros";"Uruguay";0;0;9;25380;0;79;0;11;0;32;0;15;0
"Exportation";"Valeur en euros";"Venezuela";0;0;0;0;0;63648;0;98103;0;114042;0;0;0
"Exportation";"Valeur en euros";"Paraguay";0;0;0;0;0;0;0;0;0;0;0;7;0
"Exportation";"Valeur en euros";"Pérou";0;0;0;16275;0;0;24462;0;0;0;0;0;0
"Exportation";"Valeur en euros";"Philippines";0;0;68400;0;62120;0;0;0;0;0;0;0;0
"Exportation";"Valeur en euros";"Norvège (yc Svalbard)";0;4500;0;0;0;0;0;0;0;0;119500;0;0
"Exportation";"Valeur en euros";"Mozambique";0;0;0;0;0;6800;0;0;0;0;0;0;0
"Exportation";"Valeur en euros";"Nigéria";0;0;67200;0;70560;0;0;0;71000;14900;0;0;0
"Exportation";"Valeur en euros";"Madagascar";0;0;0;132;0;0;0;0;0;0;0;0;0
"Exportation";"Valeur en euros";"Malte";0;0;6;0;0;0;0;0;0;0;0;0;0
"Exportation";"Valeur en euros";"Mexique";0;0;0;0;39676;0;0;0;41743;0;0;0;0
"Exportation";"Valeur en euros";"Malaysie";0;0;9900;25067;0;0;0;0;0;20065;0;5400;0
"Exportation";"Valeur en euros";"Irak";33060;0;0;0;0;0;0;32920;0;0;0;35200;0
"Exportation";"Valeur en euros";"Islande";0;0;0;0;2225;0;0;0;0;0;0;0;0
"Exportation";"Valeur en euros";"Indonésie";39195;0;0;0;0;38606;40000;0;0;41040;0;0;0
"Exportation";"Valeur en euros";"Kirghistan";0;0;0;0;0;0;0;0;175;0;0;0;0
"Exportation";"Valeur en euros";"Corée du Sud";0;0;0;0;0;0;0;0;21500;0;0;0;0
"Exportation";"Valeur en euros";"Guatemala";33400;0;0;0;0;0;0;0;0;0;0;0;0
"Exportation";"Valeur en euros";"Géorgie";0;0;104385;32450;0;0;266000;0;0;0;0;0;0
"Exportation";"Valeur en euros";"Chine";207670;287842;137944;207620;567778;498180;200600;704452;477329;119407;30181;482262;0
"Exportation";"Valeur en euros";"Cuba";0;0;0;0;0;0;10;0;0;0;0;0;0
"Exportation";"Valeur en euros";"Equateur";0;0;0;0;0;0;0;0;0;0;0;79;0
"Exportation";"Valeur en euros";"Estonie";0;0;0;0;0;0;0;18000;0;0;0;0;0
"Exportation";"Valeur en euros";"Danemark";0;0;0;0;0;110;0;0;0;0;0;0;0
"Exportation";"Valeur en euros";"République dominicaine";33650;0;0;0;0;0;0;0;0;0;0;0;0
"Exportation";"Valeur en euros";"Chili";0;40768;41749;41749;0;0;2781;0;15902;35792;35197;0;0
"Exportation";"Valeur en euros";"Brésil";35584;99760;35600;0;0;43984;39733;0;0;39534;40401;41201;0
"Exportation";"Valeur en euros";"Australie";0;0;0;0;0;0;0;0;0;0;0;700;0
"Exportation";"Valeur en euros";"Bulgarie";0;54755;25;43600;0;0;43600;34100;42200;38425;0;43659;0
"Exportation";"Valeur en euros";"Autriche";0;0;0;0;0;0;0;0;0;20;0;122;0
"Exportation";"Masse en kilogramme";"Total";3146332;3320153;2759144;3070776;3609652;3102619;2714874;2318221;2253195;2145217;1811056;2473749;1953676
"Exportation";"Masse en kilogramme";"Irlande";389750;396069;670985;631146;611275;518000;461976;307840;331950;352000;330000;353000;286000
"Exportation";"Masse en kilogramme";"Belgique";186151;181250;110050;298062;282235;66253;198003;114000;39302;24200;49530;123096;192923
"Exportation";"Masse en kilogramme";"Inde";44410;236850;94250;24750;0;20000;35325;24750;91450;115575;24000;215200;164275
"Exportation";"Masse en kilogramme";"Pays-Bas";366298;276625;354306;144000;392005;268875;96600;72000;72990;24000;120000;168125;126361
"Exportation";"Masse en kilogramme";"Russie";121000;104800;0;0;104205;83200;62000;63002;21000;83580;84000;84015;126000
"Exportation";"Masse en kilogramme";"Afrique du Sud";395925;274250;296975;535925;208500;410500;278000;163700;197975;197975;99000;0;122375
"Exportation";"Masse en kilogramme";"Ghana";48000;0;96000;0;48000;48000;48000;0;0;0;0;48000;96000
"Exportation";"Masse en kilogramme";"Turquie";48000;0;23600;0;0;23800;23200;0;0;0;70980;0;94825
"Exportation";"Masse en kilogramme";"Pakistan";59500;67500;9000;18250;24750;0;97500;0;165500;0;10000;24000;78650
"Exportation";"Masse en kilogramme";"Italie";72677;152928;48124;120770;76013;70975;77051;48158;48033;90116;57954;114510;75180
"Exportation";"Masse en kilogramme";"Singapour";247500;45000;0;157450;224725;0;0;446;0;0;45000;112500;67500
"Exportation";"Masse en kilogramme";"Espagne";172068;255602;139417;234575;117043;322838;268928;298676;304646;369445;325177;325036;65569
"Exportation";"Masse en kilogramme";"Jordanie";920;0;0;10000;0;0;34900;0;0;0;0;0;54160
"Exportation";"Masse en kilogramme";"Allemagne";49115;98087;74380;215600;140950;187483;259191;102018;66402;76233;90142;75313;52326
"Exportation";"Masse en kilogramme";"Emirats Arabes Unis";0;0;0;0;48000;24000;0;24750;44540;179700;0;0;49450
"Exportation";"Masse en kilogramme";"Taïwan";0;23000;23000;0;0;23000;0;23000;0;0;0;0;46000
"Exportation";"Masse en kilogramme";"Royaume-Uni";116500;269000;207200;154000;223940;44000;72845;66000;88225;228000;88008;46500;44000
"Exportation";"Masse en kilogramme";"Bangladesh";0;0;0;10000;0;0;71980;67960;34000;0;0;0;29980
"Exportation";"Masse en kilogramme";"Arabie Saoudite";24750;24750;24750;0;24750;22;0;22;49450;24750;0;24750;24750
"Exportation";"Masse en kilogramme";"Kenya";0;24000;0;24000;32000;12000;0;24000;12000;0;12000;36000;24000
"Exportation";"Masse en kilogramme";"Roumanie";21920;0;0;21445;21607;0;22000;0;22000;0;0;43760;22000
"Exportation";"Masse en kilogramme";"Ouganda";0;0;0;0;12000;0;12000;0;0;0;0;0;20000
"Exportation";"Masse en kilogramme";"Canada";0;0;0;0;0;0;0;16000;0;0;0;0;16000
"Exportation";"Masse en kilogramme";"Argentine";0;86325;0;12000;74950;86750;99975;49975;74975;0;124975;74975;12000
"Exportation";"Masse en kilogramme";"Tunisie";10000;300;0;50;0;6000;0;0;0;0;49475;24750;10330
"Exportation";"Masse en kilogramme";"Grèce";0;10200;8000;0;0;0;1500;0;0;21300;0;0;9880
"Exportation";"Masse en kilogramme";"Egypte";0;74250;125;24750;98925;123750;20000;74175;24750;0;74325;24750;9075
"Exportation";"Masse en kilogramme";"Algérie";156530;149893;177490;27266;6500;9360;6850;9650;8230;15920;1028;20618;8151
"Exportation";"Masse en kilogramme";"Hongrie";9000;3000;3075;6000;5000;0;4000;3000;5000;4000;3000;4000;7000
"Exportation";"Masse en kilogramme";"Pologne";9000;1200;7500;26994;50466;93675;29500;5500;6500;7574;10514;1160;6250
"Exportation";"Masse en kilogramme";"Japon";4000;0;0;0;23980;0;0;0;20000;20000;0;0;4000
"Exportation";"Masse en kilogramme";"Croatie";0;4000;0;0;5800;0;0;0;6000;0;0;0;3960
"Exportation";"Masse en kilogramme";"Luxembourg";1868;1753;1745;1529;1616;1563;1275;2114;1216;1652;1813;1638;1721
"Exportation";"Masse en kilogramme";"Cameroun";0;0;1300;900;25475;800;1600;0;900;0;1350;0;1200
"Exportation";"Masse en kilogramme";"Suède";150;971;8;0;777;1275;947;0;0;0;0;0;1000
"Exportation";"Masse en kilogramme";"Portugal";0;0;0;12;0;128;0;308;386;59;58;77;485
"Exportation";"Masse en kilogramme";"Finlande";0;0;0;0;0;0;0;0;0;0;0;0;202
"Exportation";"Masse en kilogramme";"Suisse";0;800;15;100;0;0;0;67;0;0;0;0;56
"Exportation";"Masse en kilogramme";"Maroc";0;0;10018;46750;1225;0;725;0;10000;27;7;17;26
"Exportation";"Masse en kilogramme";"Slovénie";0;0;0;0;0;0;0;0;0;0;0;11;15
"Exportation";"Masse en kilogramme";"Israël";800;0;0;0;0;0;0;760;0;0;0;0;1
"Exportation";"Masse en kilogramme";"Indonésie";20000;0;0;0;0;20000;20000;0;0;24000;0;0;0
"Exportation";"Masse en kilogramme";"Islande";0;0;0;0;375;0;0;0;0;0;0;0;0
"Exportation";"Masse en kilogramme";"Irak";22800;0;0;0;0;0;0;22800;0;0;0;22800;0
"Exportation";"Masse en kilogramme";"Madagascar";0;0;0;1;0;0;0;0;0;0;0;0;0
"Exportation";"Masse en kilogramme";"Corée du Sud";0;0;0;0;0;0;0;0;10000;0;0;0;0
"Exportation";"Masse en kilogramme";"Kirghistan";0;0;0;0;0;0;0;0;25;0;0;0;0
"Exportation";"Masse en kilogramme";"Géorgie";0;0;60000;20000;0;0;160000;0;0;0;0;0;0
"Exportation";"Masse en kilogramme";"Guatemala";24000;0;0;0;0;0;0;0;0;0;0;0;0
"Exportation";"Masse en kilogramme";"République dominicaine";24000;0;0;0;0;0;0;0;0;0;0;0;0
"Exportation";"Masse en kilogramme";"Estonie";0;0;0;0;0;0;0;15000;0;0;0;0;0
"Exportation";"Masse en kilogramme";"Danemark";0;0;0;0;0;25;0;0;0;0;0;0;0
"Exportation";"Masse en kilogramme";"Cuba";0;0;0;0;0;0;3;0;0;0;0;0;0
"Exportation";"Masse en kilogramme";"Chine";286750;417000;170500;219975;593925;495555;198000;594700;396160;98900;19920;394475;0
"Exportation";"Masse en kilogramme";"Chili";0;24000;24000;24000;0;0;750;0;10000;24000;24000;0;0
"Exportation";"Masse en kilogramme";"Brésil";24000;37975;24000;0;0;20742;20000;0;0;20000;19500;19250;0
"Exportation";"Masse en kilogramme";"Bulgarie";0;43975;27;22000;0;0;22000;22000;22000;23500;0;22059;0
"Exportation";"Masse en kilogramme";"Australie";0;0;0;0;0;0;0;0;0;0;0;39;0
"Exportation";"Masse en kilogramme";"Autriche";0;0;0;0;0;0;0;0;0;21;0;122;0
"Exportation";"Masse en kilogramme";"Slovaquie";0;0;0;0;0;22000;0;0;0;0;0;0;0
"Exportation";"Masse en kilogramme";"Ukraine";0;9800;9803;0;17840;0;0;9600;0;10000;16400;0;0
"Exportation";"Masse en kilogramme";"Uruguay";0;0;0;8000;0;0;0;0;0;0;0;0;0
"Exportation";"Masse en kilogramme";"Etats-Unis d Amérique";0;0;0;1;0;0;0;0;0;0;0;2;0
"Exportation";"Masse en kilogramme";"Vietnam";188950;20000;0;20000;0;19800;0;18000;0;20000;40000;68450;0
"Exportation";"Masse en kilogramme";"Venezuela";0;0;0;0;0;74250;0;74250;0;74250;0;0;0
"Exportation";"Masse en kilogramme";"Philippines";0;0;40000;0;40000;0;0;0;0;0;0;0;0
"Exportation";"Masse en kilogramme";"Paraguay";0;0;0;0;0;0;0;0;0;0;0;1;0
"Exportation";"Masse en kilogramme";"Nigéria";0;0;48000;0;48000;0;0;0;47980;9940;0;0;0
"Exportation";"Masse en kilogramme";"Pérou";0;0;0;5225;0;0;8250;0;0;0;0;0;0
"Exportation";"Masse en kilogramme";"Norvège (yc Svalbard)";0;5000;0;0;0;0;0;0;0;0;18900;0;0
"Exportation";"Masse en kilogramme";"Mozambique";0;0;0;0;0;4000;0;0;0;0;0;0;0
"Exportation";"Masse en kilogramme";"Malaysie";0;0;1500;5250;0;0;0;0;0;4500;0;750;0
"Exportation";"Masse en kilogramme";"Mexique";0;0;0;0;22800;0;0;0;19610;0;0;0;0
"Exportation";"Masse en kilogramme";"Malte";0;0;1;0;0;0;0;0;0;0;0;0;0
"Importation";"Valeur en euros";"Total";3752768;6357835;4078631;5403421;5443292;6492522;4162068;4124260;4089057;6556089;5734170;4737637;3939469
"Importation";"Valeur en euros";"Allemagne";1825372;3154657;2116120;2744448;2755833;3844995;1552129;2132659;2088525;3212379;2252862;1999047;1725767
"Importation";"Valeur en euros";"Danemark";479903;780303;507794;732853;511798;714670;813771;399585;673316;577205;1105178;1317918;689786
"Importation";"Valeur en euros";"Pays-Bas";850297;534327;738354;471992;796339;824660;647982;624225;315760;1122026;730934;643320;631212
"Importation";"Valeur en euros";"Italie";245812;317016;182070;342552;245212;255710;264474;221046;269548;358001;547349;336866;351751
"Importation";"Valeur en euros";"Irlande";59710;0;0;46546;108490;47300;72002;107380;48400;75560;122760;57224;346440
"Importation";"Valeur en euros";"Etats-Unis d Amérique";80450;155784;3607;9093;73652;97615;43162;61964;8976;79700;35893;55752;93210
"Importation";"Valeur en euros";"Royaume-Uni";114254;419404;356624;392700;380973;379895;398034;323252;310104;857846;228662;230254;85902
"Importation";"Valeur en euros";"Autriche";55257;440997;67186;155618;172040;175498;5650;31457;246916;27076;167829;61468;9925
"Importation";"Valeur en euros";"Espagne";21582;14585;13178;6341;18507;9381;6062;14029;14311;3202;21473;3289;2051
"Importation";"Valeur en euros";"Nouvelle-Zélande";0;471114;7632;310060;197528;0;311023;207085;0;0;421297;246;1753
"Importation";"Valeur en euros";"Chine";0;0;148;0;0;0;0;0;0;0;0;0;1006
"Importation";"Valeur en euros";"Suisse";699;186;203;0;6;0;0;0;1916;545;95;166;415
"Importation";"Valeur en euros";"Belgique";13682;142;9934;23923;10321;670;11822;1578;75249;3257;3285;3527;251
"Importation";"Valeur en euros";"Brésil";0;37;0;21;0;77;71;0;76;0;33;0;0
"Importation";"Valeur en euros";"Canada";0;0;0;63;0;0;0;0;0;0;0;0;0
"Importation";"Valeur en euros";"Retour France";5670;31003;52241;64275;108023;141974;35865;0;35960;239292;38000;28560;0
"Importation";"Valeur en euros";"Inde";0;0;0;0;0;0;21;0;0;0;0;0;0
"Importation";"Valeur en euros";"Mexique";80;0;0;0;0;77;0;0;0;0;0;0;0
"Importation";"Valeur en euros";"Pologne";0;38280;23540;24090;64570;0;0;0;0;0;58520;0;0
"Importation";"Valeur en euros";"Pays non classifiés ailleurs";0;0;0;78846;0;0;0;0;0;0;0;0;0
"Importation";"Masse en kilogramme";"Total";2690747;3927583;2983164;3939822;3394081;3689488;2853355;2546087;2542144;3070553;3072784;2405568;2519854
"Importation";"Masse en kilogramme";"Allemagne";1070537;1553775;1208364;1594435;1383393;1594744;878134;1060444;1096439;1183058;1069049;889020;959523
"Importation";"Masse en kilogramme";"Danemark";466155;744935;489655;602441;436770;593160;770685;320725;467380;483180;671310;500040;486200
"Importation";"Masse en kilogramme";"Italie";438950;566100;325125;611700;425996;456625;471546;394725;301750;259225;615000;378500;395225
"Importation";"Masse en kilogramme";"Irlande";55000;0;0;44150;120000;44000;66020;91000;44000;65000;105000;42400;288000
"Importation";"Masse en kilogramme";"Pays-Bas";415563;236009;382007;319656;262490;325671;166135;359280;215217;495845;268167;318271;266038
"Importation";"Masse en kilogramme";"Royaume-Uni";165725;561750;464925;503550;485825;454850;448850;274000;236000;453775;170925;189925;73750
"Importation";"Masse en kilogramme";"Etats-Unis d Amérique";17357;41588;954;229;17138;21235;11222;13450;2060;23626;4493;11620;25294
"Importation";"Masse en kilogramme";"Autriche";45050;140610;29775;69350;87075;64200;3200;26250;96413;27900;83000;49200;23025
"Importation";"Masse en kilogramme";"Chine";0;0;159;0;0;0;0;0;0;0;0;0;958
"Importation";"Masse en kilogramme";"Nouvelle-Zélande";0;6537;2399;3467;3287;0;2881;2702;0;0;4440;234;869
"Importation";"Masse en kilogramme";"Suisse";724;1;211;0;0;0;0;0;1140;568;95;158;395
"Importation";"Masse en kilogramme";"Espagne";2625;2375;4560;473;2900;650;825;1850;5753;323;11745;409;350
"Importation";"Masse en kilogramme";"Belgique";6300;153;1030;24304;1307;648;2606;1661;44641;1533;1560;1791;227
"Importation";"Masse en kilogramme";"Brésil";0;0;0;0;0;1;0;0;1;0;0;0;0
"Importation";"Masse en kilogramme";"Canada";0;0;0;67;0;0;0;0;0;0;0;0;0
"Importation";"Masse en kilogramme";"Mexique";11;0;0;0;0;4;0;0;0;0;0;0;0
"Importation";"Masse en kilogramme";"Retour France";6750;29750;52000;60000;101900;133700;31250;0;31350;76520;24000;24000;0
"Importation";"Masse en kilogramme";"Inde";0;0;0;0;0;0;1;0;0;0;0;0;0
"Importation";"Masse en kilogramme";"Pays non classifiés ailleurs";0;0;0;84000;0;0;0;0;0;0;0;0;0
"Importation";"Masse en kilogramme";"Pologne";0;44000;22000;22000;66000;0;0;0;0;0;44000;0;0
"Fin de fichier"
